"id","circ_tronco_cm","long","lat","inclinacion_peligrosa","peligrosidad_seccion","peligrosidad_especie","peligrosidad_diametro","peligrosidad_altura"
237,35,-68.8383248382,-32.8705394661,"0",0.123221661312529,0.185148665048544,0.0409336941813261,0.0889907279121816
252,4,-68.822199023,-32.8669862615,"0",0.133619600909321,0.185148665048544,0.0194352768610194,0.0162354134956875
253,150,-68.8221276323,-32.8669915711,"0",0.133619600909321,0.022887323943662,0.14110772139389,0.0889907279121816
260,130,-68.8220845592,-32.8668629328,"0",0.133619600909321,0.0420032310177706,0.14110772139389,0.0889907279121816
272,135,-68.8214511411,-32.8673961887,"1",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
283,180,-68.8217530143,-32.8677780855,"1",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
293,110,-68.8224812194,-32.8677514353,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
295,120,-68.8226190791,-32.8676765909,"1",0.133619600909321,0.0420032310177706,0.14110772139389,0.0289715113471753
297,140,-68.8226052434,-32.8675699189,"0",0.133619600909321,0.0420032310177706,0.14110772139389,0.0889907279121816
298,120,-68.8225960679,-32.8674655997,"0",0.133619600909321,0.0420032310177706,0.14110772139389,0.0889907279121816
306,105,-68.8224011128,-32.8671097264,"0",0.133619600909321,0.0420032310177706,0.14110772139389,0.0889907279121816
308,130,-68.8222502473,-32.8671150395,"1",0.133619600909321,0.0420032310177706,0.14110772139389,0.157894736842105
310,100,-68.8221491965,-32.8671164738,"0",0.133619600909321,0.0420032310177706,0.14110772139389,0.0889907279121816
316,65,-68.8216023808,-32.86713706,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.0889907279121816
351,150,-68.8212753436,-32.8671879718,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.0889907279121816
358,130,-68.8205588286,-32.8671747804,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.0889907279121816
372,125,-68.8189082254,-32.8675175597,"1",0.133619600909321,0.185148665048544,0.14110772139389,0.0889907279121816
382,35,-68.8193975928,-32.8678455064,"0",0.133619600909321,0.0420032310177706,0.0409336941813261,0.0289715113471753
389,145,-68.819932011,-32.8678290193,"0",0.133619600909321,0.0859023207481815,0.14110772139389,0.157894736842105
392,168,-68.8200578238,-32.8677087511,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
401,40,-68.8198025633,-32.8671963169,"1",0.133619600909321,0.0321782178217822,0.0409336941813261,0.0889907279121816
415,70,-68.8183360151,-32.8673146478,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.0889907279121816
447,100,-68.8184258278,-32.8679005639,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.0889907279121816
473,140,-68.8223209495,-32.8685817196,"1",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
474,160,-68.8224149243,-32.86857923,"1",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
489,25,-68.8225743513,-32.8678777758,"1",0.133619600909321,0.103064066852368,0.0409336941813261,0.0289715113471753
490,180,-68.8224689402,-32.8678808949,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
501,120,-68.8216700602,-32.8679039412,"1",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
507,130,-68.8202922576,-32.8682116077,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.0889907279121816
508,130,-68.8202983414,-32.8682582277,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
514,160,-68.8203358788,-32.868587767,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
515,90,-68.820395667,-32.8686377364,"1",0.133619600909321,0.185148665048544,0.14110772139389,0.0889907279121816
525,3,-68.8210766105,-32.868620589,"0",0.133619600909321,0.185148665048544,0.0194352768610194,0.0162354134956875
533,120,-68.8214265293,-32.868357311,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.0889907279121816
543,84,-68.8211841189,-32.8679221741,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.0889907279121816
551,150,-68.820472118,-32.8679453224,"1",0.133619600909321,0.185148665048544,0.14110772139389,0.0889907279121816
555,170,-68.818951919,-32.868068028,"1",0.133619600909321,0.0420032310177706,0.14110772139389,0.157894736842105
559,180,-68.8189861651,-32.8683121851,"1",0.133619600909321,0.185148665048544,0.14110772139389,0.0889907279121816
561,160,-68.8190072511,-32.8684963857,"1",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
570,150,-68.8194308706,-32.8686734739,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
581,120,-68.820166945,-32.8686052795,"1",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
583,180,-68.8201567064,-32.8685102362,"1",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
587,180,-68.8201271983,-32.868305492,"1",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
589,160,-68.8201118163,-32.8681696811,"1",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
592,165,-68.8200878579,-32.8680147121,"1",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
595,110,-68.8199274921,-32.8679645419,"1",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
597,100,-68.8198623028,-32.8679683353,"0",0.133619600909321,0.0859023207481815,0.14110772139389,0.0889907279121816
600,130,-68.81970164,-32.8679742119,"1",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
601,160,-68.8196436984,-32.8679746839,"1",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
602,60,-68.8195505797,-32.8679746479,"0",0.133619600909321,0.185148665048544,0.0409336941813261,0.157894736842105
608,18,-68.8193167519,-32.8679830369,"0",0.133619600909321,0.0204081632653061,0.0194352768610194,0.0289715113471753
609,20,-68.8192709078,-32.8679854648,"0",0.133619600909321,0.0420032310177706,0.0194352768610194,0.0162354134956875
622,120,-68.8188397216,-32.8684936726,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.0889907279121816
641,20,-68.8178380719,-32.8687141971,"0",0.133619600909321,0.185148665048544,0.0194352768610194,0.0289715113471753
646,126,-68.8175777823,-32.868368836,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.0889907279121816
657,90,-68.8176893258,-32.8681559382,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.0889907279121816
662,82,-68.8181404984,-32.8680595572,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.0889907279121816
664,140,-68.8183338739,-32.8680404319,"0",0.133619600909321,0.0859023207481815,0.14110772139389,0.157894736842105
665,160,-68.8184218796,-32.8680343759,"1",0.133619600909321,0.022887323943662,0.14110772139389,0.0289715113471753
674,14,-68.8527703975,-32.9020982708,"1",0.149317634466149,0.103064066852368,0.0194352768610194,0.0162354134956875
688,28,-68.8416410791,-32.8641890035,"0",0.123221661312529,0.185148665048544,0.0409336941813261,0.0889907279121816
695,51,-68.8410883686,-32.8629353285,"1",0.123221661312529,0.185148665048544,0.0409336941813261,0.157894736842105
696,107,-68.8340299649,-32.8649668542,"1",0.123221661312529,0.0859023207481815,0.14110772139389,0.157894736842105
703,140,-68.8337971817,-32.864775843,"1",0.123221661312529,0.185148665048544,0.14110772139389,0.157894736842105
709,30,-68.8812138433,-32.8733351866,"0",0.031569173630455,0,0.0409336941813261,0.0162354134956875
712,30,-68.8812389634,-32.8732133221,"0",0.031569173630455,0.0909090909090909,0.0409336941813261,0.0289715113471753
715,10,-68.8813215183,-32.8731279676,"0",0.031569173630455,0.022887323943662,0.0194352768610194,0.0162354134956875
725,45,-68.8813355159,-32.8726139176,"0",0.031569173630455,0.022887323943662,0.0409336941813261,0.0289715113471753
733,40,-68.8807497404,-32.8723096121,"0",0.031569173630455,0.0859023207481815,0.0409336941813261,0.0289715113471753
744,18,-68.8804494726,-32.8712233306,"0",0.031569173630455,0.0859023207481815,0.0194352768610194,0.0162354134956875
761,95,-68.8804810282,-32.8670852935,"1",0.031569173630455,0.106529209621993,0.14110772139389,0.157894736842105
765,35,-68.8805341773,-32.8672805847,"1",0.031569173630455,0.106529209621993,0.0409336941813261,0.0889907279121816
778,170,-68.8798260681,-32.867531246,"1",0.031569173630455,0.106529209621993,0.14110772139389,0.157894736842105
782,138,-68.8795850182,-32.8674570463,"1",0.031569173630455,0.106529209621993,0.14110772139389,0.0889907279121816
784,35,-68.879554013,-32.8673239091,"0",0.031569173630455,0.106529209621993,0.0409336941813261,0.0289715113471753
793,120,-68.8796639633,-32.866584484,"0",0.031569173630455,0.106529209621993,0.14110772139389,0.0889907279121816
809,40,-68.8792157608,-32.8660266573,"1",0.031569173630455,0.103064066852368,0.0409336941813261,0.0889907279121816
813,98,-68.8825596605,-32.8668244233,"0",0.031569173630455,0.106529209621993,0.14110772139389,0.0889907279121816
824,100,-68.8822305153,-32.867066403,"0",0.031569173630455,0.106529209621993,0.14110772139389,0.0889907279121816
845,96,-68.8806701325,-32.867186096,"0",0.031569173630455,0.106529209621993,0.14110772139389,0.0889907279121816
855,100,-68.8805198591,-32.8666342637,"0",0.031569173630455,0.106529209621993,0.14110772139389,0.0889907279121816
856,100,-68.8805104636,-32.8665988713,"0",0.031569173630455,0.106529209621993,0.14110772139389,0.0889907279121816
859,100,-68.8804810302,-32.8664879942,"0",0.031569173630455,0.106529209621993,0.14110772139389,0.0889907279121816
869,140,-68.8803507814,-32.8659977404,"0",0.031569173630455,0.106529209621993,0.14110772139389,0.0889907279121816
879,16,-68.8488519979,-32.8751454958,"0",0.0588327580796988,0.185148665048544,0.0194352768610194,0.0162354134956875
880,54,-68.848085096,-32.8752872571,"0",0.0588327580796988,0.022887323943662,0.0409336941813261,0.0289715113471753
886,30,-68.8476830019,-32.8753616781,"1",0.0588327580796988,0.150492264416315,0.0409336941813261,0.0889907279121816
894,95,-68.8472827725,-32.8734407581,"1",0.0588327580796988,0.0859023207481815,0.14110772139389,0.0889907279121816
914,20,-68.852195758,-32.8719749181,"1",0.0588327580796988,0.185148665048544,0.0194352768610194,0.0289715113471753
928,46,-68.8539421554,-32.8716655151,"0",0.0588327580796988,0.022887323943662,0.0409336941813261,0.0289715113471753
931,8,-68.8506637877,-32.8728854571,"0",0.0588327580796988,0.0364741641337386,0.0194352768610194,0.0162354134956875
932,36,-68.8506035054,-32.8728978501,"0",0.0588327580796988,0.0420032310177706,0.0409336941813261,0.0289715113471753
945,8,-68.848539123,-32.8731849981,"0",0.0588327580796988,0.0859023207481815,0.0194352768610194,0.0162354134956875
955,35,-68.8346618062,-32.8950378853,"0",0.147368421052632,0.185148665048544,0.0409336941813261,0.0889907279121816
961,78,-68.8342303714,-32.8950511046,"0",0.147368421052632,0.103064066852368,0.14110772139389,0.0889907279121816
962,115,-68.834370351,-32.8950268019,"0",0.147368421052632,0.185148665048544,0.14110772139389,0.157894736842105
965,130,-68.8497624641,-32.8728600186,"1",0.0588327580796988,0.185148665048544,0.14110772139389,0.157894736842105
967,105,-68.8497842782,-32.8729473279,"1",0.0588327580796988,0.185148665048544,0.14110772139389,0.157894736842105
979,45,-68.8361998502,-32.8688170182,"1",0.123221661312529,0.185148665048544,0.0409336941813261,0.0889907279121816
992,135,-68.8354210723,-32.868004554,"1",0.123221661312529,0.0903973509933775,0.14110772139389,0.157894736842105
995,123,-68.8391674428,-32.8797153558,"0",0.11294498381877,0.185148665048544,0.14110772139389,0.157894736842105
1015,110,-68.8808570388,-32.8652449128,"0",0.031569173630455,0.106529209621993,0.14110772139389,0.0889907279121816
1035,60,-68.8823263346,-32.8649634794,"0",0.031569173630455,0.106529209621993,0.0409336941813261,0.0289715113471753
1039,80,-68.8825725916,-32.8649178559,"0",0.031569173630455,0.106529209621993,0.14110772139389,0.0289715113471753
1061,85,-68.8772494788,-32.8691292858,"1",0.031569173630455,0.0859023207481815,0.14110772139389,0.0889907279121816
1068,80,-68.8800134795,-32.8682045017,"1",0.031569173630455,0.106529209621993,0.14110772139389,0.0889907279121816
1071,130,-68.8802367208,-32.8681655532,"0",0.031569173630455,0.106529209621993,0.14110772139389,0.0289715113471753
1076,14,-68.8806667387,-32.868076608,"0",0.031569173630455,0.150492264416315,0.0194352768610194,0.0162354134956875
1084,22,-68.8810356572,-32.8678992505,"0",0.031569173630455,0.106529209621993,0.0409336941813261,0.0289715113471753
1087,34,-68.8809911039,-32.867749267,"0",0.031569173630455,0.0512249443207127,0.0409336941813261,0.0289715113471753
1105,42,-68.8796823405,-32.8677286458,"0",0.031569173630455,0.106529209621993,0.0409336941813261,0.0289715113471753
1119,48,-68.8761650469,-32.8661427193,"0",0.031569173630455,0.0321782178217822,0.0409336941813261,0.0289715113471753
1140,23,-68.8761343597,-32.8679145581,"0",0.031569173630455,0.185148665048544,0.0409336941813261,0.0889907279121816
1141,45,-68.8770724236,-32.8684422015,"1",0.031569173630455,0.0512249443207127,0.0409336941813261,0.0289715113471753
1147,98,-68.8770043747,-32.8681869413,"0",0.031569173630455,0.0227272727272727,0.14110772139389,0.157894736842105
1159,53,-68.8753499728,-32.8650495805,"1",0.031569173630455,0.0512455516014235,0.0409336941813261,0.0889907279121816
1179,22,-68.8761668288,-32.8650442971,"0",0.031569173630455,0.021505376344086,0.0409336941813261,0.0889907279121816
1189,78,-68.8762689954,-32.8654265765,"0",0.031569173630455,0.185148665048544,0.14110772139389,0.157894736842105
1198,18,-68.8755182868,-32.8656277638,"1",0.031569173630455,0.0420032310177706,0.0194352768610194,0.0289715113471753
1213,65,-68.8762580158,-32.8647843879,"0",0.031569173630455,0.022887323943662,0.14110772139389,0.0889907279121816
1218,122,-68.8768372801,-32.8646817055,"0",0.031569173630455,0.022887323943662,0.14110772139389,0.0889907279121816
1220,3,-68.8770196599,-32.8647028917,"0",0.031569173630455,0.103064066852368,0.0194352768610194,0.0162354134956875
1226,30,-68.876727025,-32.8658811189,"0",0.031569173630455,0.0859023207481815,0.0409336941813261,0.0889907279121816
1235,95,-68.8764041915,-32.8654992128,"1",0.031569173630455,0.103064066852368,0.14110772139389,0.157894736842105
1245,130,-68.8774595652,-32.8663745395,"1",0.031569173630455,0.0859023207481815,0.14110772139389,0.0889907279121816
1270,90,-68.8788154966,-32.8685753738,"0",0.031569173630455,0,0.14110772139389,0.0289715113471753
1277,30,-68.8784625389,-32.8686402221,"0",0.031569173630455,0.106529209621993,0.0409336941813261,0.0289715113471753
1279,30,-68.8783078853,-32.868533541,"0",0.031569173630455,0.0859023207481815,0.0409336941813261,0.0289715113471753
1282,68,-68.8787820599,-32.8677963155,"0",0.031569173630455,0.185148665048544,0.14110772139389,0.0889907279121816
1290,60,-68.8774757101,-32.86949197,"0",0.031569173630455,0.185148665048544,0.0409336941813261,0.0289715113471753
1308,65,-68.8784993848,-32.8667326368,"0",0.031569173630455,0.022887323943662,0.14110772139389,0.0289715113471753
1316,60,-68.8773806102,-32.8645709789,"1",0.031569173630455,0.106529209621993,0.0409336941813261,0.0289715113471753
1337,40,-68.8777563275,-32.8656896232,"0",0.031569173630455,0.185148665048544,0.0409336941813261,0.0289715113471753
1354,50,-68.8772161184,-32.8650427967,"0",0.031569173630455,0.022887323943662,0.0409336941813261,0.0289715113471753
1357,35,-68.8771924676,-32.8649544524,"0",0.031569173630455,0.022887323943662,0.0409336941813261,0.0289715113471753
1368,35,-68.8788420551,-32.8670828738,"1",0.031569173630455,0.106529209621993,0.0409336941813261,0.0889907279121816
1381,50,-68.8707139307,-32.8786733371,"0",0.0858505564387917,0.0204081632653061,0.0409336941813261,0.0889907279121816
1382,22,-68.8707468876,-32.878768719,"0",0.0858505564387917,0.150492264416315,0.0409336941813261,0.0162354134956875
1393,160,-68.8709307015,-32.8793308208,"0",0.0858505564387917,0.106529209621993,0.14110772139389,0.157894736842105
1414,40,-68.8714624628,-32.8791916582,"1",0.0858505564387917,0.0204081632653061,0.0409336941813261,0.0889907279121816
1430,90,-68.8711857072,-32.8783717466,"0",0.0858505564387917,0.0204081632653061,0.14110772139389,0.0889907279121816
1493,80,-68.8720836645,-32.8766639683,"1",0.0858505564387917,0.150492264416315,0.14110772139389,0.0889907279121816
1500,80,-68.8719608605,-32.8763204317,"0",0.0858505564387917,0.0859023207481815,0.14110772139389,0.0889907279121816
1518,14,-68.873389326,-32.8778849306,"0",0.0858505564387917,0.0512455516014235,0.0194352768610194,0.0289715113471753
1526,13,-68.8735409187,-32.8783257173,"0",0.0858505564387917,0.0512455516014235,0.0194352768610194,0.0162354134956875
1528,27,-68.8735712572,-32.8784212004,"0",0.0858505564387917,0.0512455516014235,0.0409336941813261,0.0289715113471753
1531,60,-68.8736292424,-32.8785791013,"0",0.0858505564387917,0.0420032310177706,0.0409336941813261,0.0289715113471753
1548,56,-68.8730412749,-32.8789940072,"0",0.0858505564387917,0.185148665048544,0.0409336941813261,0.0889907279121816
1551,30,-68.8731341568,-32.8792824477,"0",0.0858505564387917,0.0321782178217822,0.0409336941813261,0.0289715113471753
1555,38,-68.8736922068,-32.8792702373,"0",0.0858505564387917,0.0420032310177706,0.0409336941813261,0.0289715113471753
1559,100,-68.8736333298,-32.8790121537,"0",0.0858505564387917,0.0859023207481815,0.14110772139389,0.0289715113471753
1562,48,-68.8735622794,-32.8788084552,"0",0.0858505564387917,0.0512455516014235,0.0409336941813261,0.0289715113471753
1574,80,-68.8734320706,-32.8769493366,"0",0.0858505564387917,0.185148665048544,0.14110772139389,0.0889907279121816
1575,55,-68.8728348457,-32.8762457595,"0",0.0858505564387917,0.0512455516014235,0.0409336941813261,0.0289715113471753
1585,70,-68.8724969132,-32.8757346067,"0",0.0858505564387917,0.022887323943662,0.14110772139389,0.0289715113471753
1595,55,-68.8720950312,-32.8796496474,"0",0.0858505564387917,0.185148665048544,0.0409336941813261,0.0889907279121816
1597,70,-68.8719592647,-32.8796721428,"0",0.0858505564387917,0.150492264416315,0.14110772139389,0.0289715113471753
1614,15,-68.8715131029,-32.8788840785,"0",0.0858505564387917,0.0204081632653061,0.0194352768610194,0.0289715113471753
1623,50,-68.8713667103,-32.8784626469,"0",0.0858505564387917,0.103064066852368,0.0409336941813261,0.0889907279121816
1634,20,-68.8711578898,-32.8778427475,"0",0.0858505564387917,0.0204081632653061,0.0194352768610194,0.0162354134956875
1638,15,-68.8710884683,-32.8776330484,"0",0.0858505564387917,0.0321782178217822,0.0194352768610194,0.0162354134956875
1655,110,-68.8717857924,-32.8780327619,"1",0.0858505564387917,0.106529209621993,0.14110772139389,0.157894736842105
1670,136,-68.8720779374,-32.8788375809,"1",0.0858505564387917,0.106529209621993,0.14110772139389,0.157894736842105
1671,66,-68.8720944718,-32.8788866626,"0",0.0858505564387917,0.185148665048544,0.14110772139389,0.0889907279121816
1685,14,-68.8721348999,-32.8772276732,"0",0.0858505564387917,0.0859023207481815,0.0194352768610194,0.0162354134956875
1697,70,-68.8720479931,-32.8782917182,"0",0.0858505564387917,0.0859023207481815,0.14110772139389,0.0889907279121816
1705,58,-68.8721406293,-32.8785564943,"1",0.0858505564387917,0.0859023207481815,0.0409336941813261,0.0889907279121816
1734,98,-68.8728935023,-32.8790079344,"1",0.0858505564387917,0.0512455516014235,0.14110772139389,0.157894736842105
1739,38,-68.8727798294,-32.8786980907,"1",0.0858505564387917,0.0512249443207127,0.0409336941813261,0.0889907279121816
1752,45,-68.8724470188,-32.8778067972,"0",0.0858505564387917,0.0512455516014235,0.0409336941813261,0.0889907279121816
1753,32,-68.872434102,-32.8777745981,"1",0.0858505564387917,0.0364741641337386,0.0409336941813261,0.0289715113471753
1757,180,-68.8707779352,-32.8793405348,"0",0.0858505564387917,0.106529209621993,0.14110772139389,0.157894736842105
1761,105,-68.8706807582,-32.8790598111,"1",0.0858505564387917,0.106529209621993,0.14110772139389,0.0889907279121816
1766,60,-68.8705921491,-32.8788295784,"1",0.0858505564387917,0.0204081632653061,0.0409336941813261,0.0889907279121816
1771,30,-68.8704596208,-32.8783969015,"0",0.0858505564387917,0.185148665048544,0.0409336941813261,0.0889907279121816
1792,78,-68.8701075915,-32.8790120234,"0",0.0858505564387917,0.0204081632653061,0.14110772139389,0.0889907279121816
1808,35,-68.870415522,-32.8799363974,"0",0.0858505564387917,0.0204081632653061,0.0409336941813261,0.0889907279121816
1847,4,-68.8593794213,-32.8719370141,"0",0.0588327580796988,0.150492264416315,0.0194352768610194,0.0162354134956875
1851,4,-68.85931365,-32.8715345364,"0",0.0588327580796988,0.150492264416315,0.0194352768610194,0.0162354134956875
1867,60,-68.8611977499,-32.8706674861,"1",0.0858505564387917,0.021505376344086,0.0409336941813261,0.0889907279121816
1868,180,-68.8611983978,-32.8707083489,"0",0.0858505564387917,0.0364741641337386,0.14110772139389,0.0162354134956875
1875,52,-68.8608776021,-32.8703688255,"0",0.0858505564387917,0.0859023207481815,0.0409336941813261,0.0889907279121816
1900,2,-68.8589955251,-32.8694487786,"1",0.0588327580796988,0.150492264416315,0.0194352768610194,0.0162354134956875
1901,2,-68.8589812231,-32.8693579051,"1",0.0588327580796988,0.150492264416315,0.0194352768610194,0.0162354134956875
1904,3,-68.8588883053,-32.8688354764,"1",0.0588327580796988,0.150492264416315,0.0194352768610194,0.0162354134956875
1909,35,-68.8584719414,-32.8687491196,"1",0.0588327580796988,0.0859023207481815,0.0409336941813261,0.0289715113471753
1915,35,-68.8597482882,-32.871631256,"0",0.0588327580796988,0.0859023207481815,0.0409336941813261,0.0889907279121816
1922,2,-68.8595052992,-32.8719155175,"0",0.0588327580796988,0.150492264416315,0.0194352768610194,0.0162354134956875
1932,40,-68.8604602173,-32.8702537967,"1",0.0858505564387917,0.0859023207481815,0.0409336941813261,0.0289715113471753
1948,90,-68.859181838,-32.870584737,"1",0.0588327580796988,0.022887323943662,0.14110772139389,0.0889907279121816
1949,105,-68.8591642332,-32.8705112236,"1",0.0588327580796988,0.185148665048544,0.14110772139389,0.0889907279121816
1951,16,-68.8591323344,-32.8702740204,"1",0.0588327580796988,0.150492264416315,0.0194352768610194,0.0162354134956875
1952,120,-68.8590901608,-32.8700235669,"1",0.0588327580796988,0.185148665048544,0.14110772139389,0.157894736842105
1954,33,-68.8588160543,-32.8699180814,"1",0.0588327580796988,0.046875,0.0409336941813261,0.0289715113471753
1977,110,-68.8590318384,-32.8898432181,"0",0.128480891108124,0.0903973509933775,0.14110772139389,0.157894736842105
1981,46,-68.8598102842,-32.8901939766,"1",0.128480891108124,0.185148665048544,0.0409336941813261,0.0289715113471753
1985,30,-68.8600618974,-32.8892219136,"0",0.128480891108124,0.0321782178217822,0.0409336941813261,0.0289715113471753
1986,80,-68.8600615571,-32.8892051724,"0",0.128480891108124,0.185148665048544,0.14110772139389,0.0889907279121816
2000,58,-68.8319161685,-32.8937893931,"0",0.147368421052632,0.0380952380952381,0.0409336941813261,0.157894736842105
2002,105,-68.8327345426,-32.8949033363,"1",0.147368421052632,0.185148665048544,0.14110772139389,0.157894736842105
2009,105,-68.8324411217,-32.8945198251,"1",0.147368421052632,0.185148665048544,0.14110772139389,0.0889907279121816
2012,90,-68.8322704842,-32.8942861161,"1",0.147368421052632,0.0512249443207127,0.14110772139389,0.157894736842105
2019,95,-68.8329485656,-32.8948666297,"1",0.147368421052632,0.185148665048544,0.14110772139389,0.0889907279121816
2029,90,-68.834635671,-32.8947646754,"1",0.147368421052632,0.150492264416315,0.14110772139389,0.0889907279121816
2037,100,-68.8330610656,-32.8949073262,"0",0.147368421052632,0.185148665048544,0.14110772139389,0.0889907279121816
2047,180,-68.8276887368,-32.8808744605,"0",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
2048,190,-68.8276662853,-32.8807799412,"1",0.133619600909321,0.185148665048544,0.14110772139389,0.157894736842105
2066,84,-68.8282698519,-32.8813873805,"0",0.147368421052632,0.0903973509933775,0.14110772139389,0.157894736842105
2074,90,-68.8282167579,-32.8805578018,"0",0.133619600909321,0.0903973509933775,0.14110772139389,0.157894736842105
2077,9,-68.8283500252,-32.8803752216,"0",0.133619600909321,0.0512455516014235,0.0194352768610194,0.0162354134956875
2082,48,-68.8291775241,-32.880323042,"0",0.133619600909321,0.0903973509933775,0.0409336941813261,0.0289715113471753
2084,18,-68.8296220328,-32.8823704217,"1",0.147368421052632,0.185148665048544,0.0194352768610194,0.0289715113471753
2089,200,-68.8280524093,-32.8823016116,"1",0.147368421052632,0.185148665048544,0.14110772139389,0.157894736842105
